datetime,open,high,low,close,tick_volume,spread,real_volume
2026-03-06 16:57:00,24640.03,24646.53,24625.93,24629.33,538,145,0
2026-03-06 16:58:00,24629.83,24633.53,24612.33,24615.13,536,145,0
2026-03-06 16:59:00,24615.03,24672.53,24602.33,24659.13,524,145,0
2026-03-06 17:00:00,24659.33,24740.53,24656.63,24706.13,564,145,0
2026-03-06 17:01:00,24706.93,24733.43,24697.53,24707.43,564,145,0
2026-03-06 17:02:00,24708.63,24743.13,24708.63,24737.43,545,145,0
2026-03-06 17:03:00,24737.53,24738.53,24716.93,24722.63,541,145,0
2026-03-06 17:04:00,24721.93,24734.13,24705.93,24734.13,548,145,0
2026-03-06 17:05:00,24733.43,24740.83,24687.33,24709.43,547,145,0
2026-03-06 17:06:00,24708.93,24736.03,24698.33,24728.63,552,145,0
2026-03-06 17:07:00,24728.53,24733.53,24699.93,24701.93,521,145,0
2026-03-06 17:08:00,24704.43,24705.03,24678.13,24686.93,543,145,0
2026-03-06 17:09:00,24687.63,24687.93,24641.93,24645.03,526,145,0
2026-03-06 17:10:00,24644.43,24659.63,24633.43,24640.43,542,145,0
2026-03-06 17:11:00,24640.03,24694.53,24640.03,24694.53,543,145,0
2026-03-06 17:12:00,24693.83,24723.63,24690.63,24716.93,553,145,0
2026-03-06 17:13:00,24716.83,24760.03,24716.83,24757.63,534,145,0
2026-03-06 17:14:00,24756.63,24763.83,24730.03,24759.43,531,145,0
2026-03-06 17:15:00,24758.63,24764.13,24742.93,24758.63,540,145,0
2026-03-06 17:16:00,24758.43,24767.83,24733.93,24735.13,543,145,0
2026-03-06 17:17:00,24735.63,24760.43,24728.93,24753.43,546,145,0
2026-03-06 17:18:00,24752.13,24760.43,24745.33,24750.13,527,145,0
2026-03-06 17:19:00,24749.93,24756.63,24744.63,24752.13,516,145,0
2026-03-06 17:20:00,24750.83,24764.93,24744.83,24749.63,533,145,0
2026-03-06 17:21:00,24748.43,24767.03,24742.63,24761.13,530,145,0
2026-03-06 17:22:00,24761.53,24766.93,24749.33,24766.03,545,145,0
2026-03-06 17:23:00,24765.53,24790.33,24763.03,24771.53,527,145,0
2026-03-06 17:24:00,24770.83,24789.13,24770.33,24779.33,514,145,0
2026-03-06 17:25:00,24778.53,24788.33,24765.33,24782.03,528,145,0
2026-03-06 17:26:00,24781.33,24796.53,24775.83,24776.83,528,145,0
2026-03-06 17:27:00,24775.83,24792.03,24765.83,24776.83,527,145,0
2026-03-06 17:28:00,24776.43,24790.83,24767.13,24773.83,543,145,0
2026-03-06 17:29:00,24773.13,24793.93,24762.03,24791.43,528,145,0
2026-03-09 13:10:00,24367.65,24373.15,24357.35,24361.15,366,190,0
2026-03-09 13:11:00,24361.85,24372.65,24358.25,24370.65,341,190,0
2026-03-09 13:12:00,24370.85,24377.15,24367.05,24370.85,337,190,0
2026-03-09 13:13:00,24371.15,24375.05,24365.35,24369.15,323,190,0
2026-03-09 13:14:00,24369.25,24374.65,24345.35,24357.25,389,190,0
2026-03-09 13:15:00,24357.55,24369.05,24357.15,24366.55,377,190,0
2026-03-09 13:16:00,24367.15,24388.35,24359.35,24384.55,356,190,0
2026-03-09 13:17:00,24386.55,24391.65,24374.85,24376.75,330,190,0
2026-03-09 13:18:00,24377.85,24378.65,24365.15,24368.65,349,190,0
2026-03-09 13:19:00,24367.25,24380.65,24365.55,24369.65,312,190,0
2026-03-09 13:20:00,24369.35,24375.65,24366.55,24369.85,346,190,0
2026-03-09 13:21:00,24370.15,24389.85,24369.85,24387.85,317,190,0
2026-03-09 13:22:00,24388.05,24390.35,24380.35,24381.85,352,190,0
2026-03-09 13:23:00,24381.05,24381.15,24358.55,24360.85,377,190,0
